,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
KPIs - BY ACCOUNT,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25,Jul-25,Aug-25,Sep-25,Oct-25,Nov-25,Dec-25,
Revenue ($) , 233 , 208 , 192 , 221 , 178 , 195 , 178 , 175 , 181 , 196 , 181 , 175 , 190 ,
Growth (%) ,0.0%,-10.7%,-17.3%,-5.3%,-23.6%,-16.4%,-23.5%,-24.8%,-22.3%,-15.7%,-22.2%,-24.7%,-18.6%,
Gap ($) , - , - , (5), - , (3), (5), - , - , - , - , (3), - , - ,
Red Sites ($) , (1), - , (6), (1), (4), (6), (1), (0), (0), - , (4), - , - ,
Red Sites (#) , 1 , - , 2 , 1 , 2 , 2 , 1 , 1 , 1 , - , 1 , - , - ,
Headcount, 19 , 20 , 20 , 20 , 20 , 19 , 19 , 19 , 20 , 21 , 22 , 22 , 21 ,
Separations , - , - , - , - , - , 1 , - , - , - , - , 2 , 1 , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,5.3%,0.0%,0.0%,0.0%,0.0%,9.1%,4.5%,0.0%,
CSAT , 4.19 , 4.00 , 4.00 , 4.13 , 4.25 , 4.50 , 4.32 , 4.25 , 4.50 , 4.01 , 4.00 , 4.00 , 4.50 ,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Boehringer Ingelheim - Zachary Shock,,,,,,,,,,,,,,
Revenue ($) , - , - , - , - , - , - , 2 , 584 , 605 , 601 , 687 , 606 , 600 ,
Growth (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
Gap ($) , - , - , - , - , - , (0), (0), (73), (54), (112), (43), (24), (36),
Red Sites ($) , - , - , - , - , - , (0), (0), (96), (66), (121), (60), (27), (51),
Red Sites (#) , - , - , - , - , - , 3 , 5 , 2 , 2 , 2 , 3 , 3 , 2 ,
Headcount, - , - , - , - , - , - , 88 , 104 , 105 , 100 , 100 , 92 , 91 ,
Separations , - , - , - , - , - , - , - , 4 , - , 4 , 1 , 3 , 1 ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,3.8%,0.0%,4.0%,1.0%,3.3%,1.1%,
CSAT ,,,,,,,, 4.90 , 4.53 , 4.15 , 4.13 , 4.18 , 4.00 ,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Avid Biodevices - Joshua Grady,,,,,,,,,,,,,,
Revenue ($) , 95 , 86 , 86 , 75 , 90 , 86 , 74 , 68 , 86 , 66 , 85 , 86 , 71 ,
Growth (%) ,0.0%,-9.7%,-9.7%,-21.0%,-5.5%,-8.9%,-22.4%,-27.8%,-9.4%,-30.5%,-10.5%,-8.9%,-25.6%,
Gap ($) , - , - , - , (2), (2), (2), (3), (3), - , - , (3), - , (1),
Red Sites ($) , - , - , - , (2), (2), (2), (3), (3), - , - , (3), - , (1),
Red Sites (#) , - , - , - , 1 , 1 , 1 , 1 , 1 , - , - , 1 , - , 1 ,
Headcount, 16 , 15 , 15 , 15 , 16 , 15 , 11 , 11 , 10 , 12 , 10 , 13 , 13 ,
Separations , - , 1 , - , - , - , 1 , - , - , 1 , - , - , - , - ,
Turnover (%) ,0.0%,6.7%,0.0%,0.0%,0.0%,6.7%,0.0%,0.0%,10.0%,0.0%,0.0%,0.0%,0.0%,
CSAT , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 ,,,,,,,,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Capsida Biotherapeutics - Gisell Langelier,,,,,,,,,,,,,,
Revenue ($) , 70 , 63 , 64 , 63 , 71 , 59 , 70 , 58 , 68 , 71 , 63 , 64 , 57 ,
Growth (%) ,0.0%,-10.3%,-8.8%,-9.9%,1.4%,-16.4%,0.4%,-16.5%,-3.3%,1.2%,-10.6%,-8.8%,-18.1%,
Gap ($) , (0), - , - , - , - , - , (1), - , (0), - , - , - , - ,
Red Sites ($) , (0), - , - , - , - , - , (1), - , (0), - , - , - , - ,
Red Sites (#) , 1 , - , - , - , - , - , 1 , - , 1 , - , - , - , - ,
Headcount, 7 , 7 , 7 , 7 , 7 , 7 , 7 , 6 , 7 , 7 , 7 , 7 , 7 ,
Separations , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
CSAT , 5.00 , 5.00 , 5.00 , 4.25 , 5.00 , 5.00 , 4.50 , 4.50 , 4.50 , 4.50 , 5.00 , 5.00 , 5.00 ,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Cardinal Health - Patrick Murtha,,,,,,,,,,,,,,
Revenue ($) , 220 , 223 , 224 , 224 , 226 , 215 , 199 , 196 , 222 , 194 , 193 , 198 , 196 ,
Growth (%) ,0.0%,1.4%,1.9%,1.9%,2.6%,-2.4%,-9.5%,-11.0%,1.1%,-12.0%,-12.2%,-10.2%,-10.7%,
Gap ($) , - , - , - , - , - , - , (6), (0), (7), (3), (6), - , - ,
Red Sites ($) , (12), (9), (10), (11), (9), (9), (16), (10), (13), (9), (12), (5), (8),
Red Sites (#) , 13 , 12 , 13 , 13 , 12 , 11 , 12 , 9 , 11 , 9 , 10 , 6 , 7 ,
Headcount, 34 , 34 , 34 , 33 , 35 , 32 , 31 , 31 , 31 , 32 , 29 , 29 , 29 ,
Separations , 1 , - , 1 , 1 , - , - , - , - , - , 1 , 2 , - , - ,
Turnover (%) ,2.9%,0.0%,2.9%,3.0%,0.0%,0.0%,0.0%,0.0%,0.0%,3.1%,6.9%,0.0%,0.0%,
CSAT , 4.47 , 4.48 , 4.69 , 4.11 , 4.64 , 4.68 , 4.63 , 4.84 , 4.72 , 4.79 , 4.55 , 4.83 , 4.46 ,
YTD Claims , 1 , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , 1 , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , 2.49 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Fuji Film - Gisell Langelier,,,,,,,,,,,,,,
Revenue ($) , 32 , 27 , 29 , 28 , 28 , 28 , 29 , 27 , 28 , 29 , 30 , 28 , 29 ,
Growth (%) ,0.0%,-13.5%,-8.0%,-10.7%,-11.7%,-10.8%,-9.1%,-14.1%,-10.4%,-7.5%,-6.8%,-13.1%,-8.8%,
Gap ($) , - , - , - , - , - , - , - , - , - , (1), (1), (1), (0),
Red Sites ($) , - , - , - , - , - , - , - , - , - , (1), (1), (1), (0),
Red Sites (#) , - , - , - , - , - , - , - , - , - , 1 , 1 , 1 , 1 ,
Headcount, 6 , 6 , 6 , 6 , 6 , 6 , 6 , 6 , 6 , 6 , 5 , 5 , 6 ,
Separations , - , - , - , - , - , - , - , - , - , 1 , - , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,16.7%,0.0%,0.0%,0.0%,
CSAT , 4.25 , 4.25 , 4.25 , 4.25 , 3.88 , 4.00 , 4.00 , 4.00 , 3.50 , 4.00 , 3.50 , 4.25 , 4.25 ,
YTD Claims , 2 , - , - , - , - , - , - , - , - , - , 1 , 1 , 1 ,
YTD Recordables , 1 , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , 19.46 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
IQVIA Biotech - Patrick Murtha,,,,,,,,,,,,,,
Revenue ($) , 55 , 69 , 67 , 72 , 77 , 73 , 76 , 72 , 73 , 72 , 76 , 78 , 79 ,
Growth (%) ,0.0%,26.7%,22.3%,30.9%,40.1%,33.1%,38.1%,30.7%,33.2%,32.0%,38.2%,41.9%,44.4%,
Gap ($) , (2), (3), (0), (3), (1), (1), (1), - , (2), - , - , - , (1),
Red Sites ($) , (2), (3), (1), (3), (1), (2), (1), (0), (2), (0), (1), (1), (4),
Red Sites (#) , 2 , 2 , 2 , 2 , 3 , 2 , 2 , 2 , 3 , 2 , 3 , 1 , 1 ,
Headcount, 13 , 14 , 15 , 16 , 14 , 14 , 14 , 14 , 17 , 16 , 18 , 18 , 20 ,
Separations , - , 2 , - , - , - , - , - , 2 , - , 2 , - , - , 2 ,
Turnover (%) ,0.0%,14.3%,0.0%,0.0%,0.0%,0.0%,0.0%,14.3%,0.0%,12.5%,0.0%,0.0%,10.0%,
CSAT , 4.50 , 4.25 , 3.63 , 3.00 , 4.25 ,, 4.00 , 4.88 , 3.75 , 4.50 , 4.61 , 4.42 , 4.92 ,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
McKesson - Patrick Murtha,,,,,,,,,,,,,,
Revenue ($) , 456 , 536 , 590 , 510 , 561 , 593 , 593 , 526 , 532 , 533 , 445 , 480 , 489 ,
Growth (%) ,0.0%,17.7%,29.4%,12.0%,23.2%,30.1%,30.1%,15.4%,16.8%,17.0%,-2.4%,5.3%,7.2%,
Gap ($) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Red Sites ($) , (3), (2), (13), (6), (3), (2), (2), (1), (1), (2), (1), (5), (1),
Red Sites (#) , 5 , 4 , 5 , 3 , 1 , 4 , 2 , 3 , 2 , 3 , 2 , 4 , 2 ,
Headcount, 47 , 48 , 56 , 56 , 57 , 57 , 54 , 77 , 72 , 73 , 72 , 73 , 73 ,
Separations , 1 , - , - , 1 , 2 , 2 , - , 1 , 1 , 1 , 1 , 1 , 2 ,
Turnover (%) ,2.1%,0.0%,0.0%,1.8%,3.5%,3.5%,0.0%,1.3%,1.4%,1.4%,1.4%,1.4%,2.7%,
CSAT , 4.88 , 5.00 , 4.88 , 4.11 , 5.00 , 4.80 , 4.63 , 4.88 , 4.61 , 4.72 , 4.69 , 4.79 , 4.52 ,
YTD Claims , - , - , - , - , - , - , - , 1 , 1 , 1 , 2 , 2 , 2 ,
YTD Recordables , - , - , - , - , - , - , - , 1 , 1 , 1 , 2 , 2 , 2 ,
TRIR , -   , -   , -   , -   , -   , -   , -   , 2.20 , 1.94 , 1.71 , 3.09 , 2.84 , 2.62 ,
Merck - Brian Davis,,,,,,,,,,,,,,
Revenue ($) ," 3,745 "," 4,450 "," 4,200 "," 4,152 "," 4,326 "," 4,317 "," 4,229 "," 4,373 "," 4,171 "," 4,167 "," 4,283 "," 4,176 "," 4,077 ",
Growth (%) ,0.0%,18.8%,12.1%,10.9%,15.5%,15.3%,12.9%,16.8%,11.4%,11.3%,14.4%,11.5%,8.9%,
Gap ($) , - , - , - , - , - , - , - , - , - , - , (6), - , - ,
Red Sites ($) , (29), (35), (39), (36), (35), (39), (37), (49), (33), (29), (44), (33), (44),
Red Sites (#) , 8 , 11 , 12 , 11 , 12 , 9 , 8 , 8 , 8 , 7 , 9 , 5 , 7 ,
Headcount, 353 , 351 , 350 , 353 , 349 , 347 , 345 , 342 , 339 , 337 , 329 , 341 , 345 ,
Separations , 1 , 2 , 2 , 1 , 3 , 5 , 2 , 4 , 2 , - , 5 , 1 , - ,
Turnover (%) ,0.3%,0.6%,0.6%,0.3%,0.9%,1.4%,0.6%,1.2%,0.6%,0.0%,1.5%,0.3%,0.0%,
CSAT , 4.64 , 4.59 , 4.68 , 4.78 , 4.66 , 4.56 , 4.50 , 4.75 , 4.70 , 4.68 , 4.55 , 4.64 , 4.75 ,
YTD Claims , 2 , - , - , - , - , - , - , 1 , 1 , 1 , 2 , 2 , 3 ,
YTD Recordables , 2 , - , - , - , - , - , - , 1 , 1 , 1 , 2 , 2 , 3 ,
TRIR , 0.56 , -   , -   , -   , -   , -   , -   , 0.52 , 0.46 , 0.41 , 0.73 , 0.66 , 0.91 ,
Organon - Justin Homa,,,,,,,,,,,,,,
Revenue ($) , 7 , 6 , 6 , 6 , 6 , 6 , 6 , 6 , 6 , 6 , 6 , 6 , 7 ,
Growth (%) ,0.0%,-14.5%,-14.5%,-14.5%,-14.5%,-10.7%,-14.5%,-14.5%,-14.5%,-14.5%,-14.5%,-14.5%,-1.7%,
Gap ($) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Red Sites ($) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Red Sites (#) , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Headcount, - , - , - , - , - , 1 , 1 , 1 , 1 , 1 , 1 , 1 , - ,
Separations , - , - , - , - , - , - , - , - , - , - , - , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
CSAT ,,,,,,,, 5.00 ,,, 4.25 ,,,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Siemens - Corey Wallace,,,,,,,,,,,,,,
Revenue ($) , 14 , 14 , 14 , 14 , 14 , 14 , 20 , 21 , 14 , 7 , 9 , 9 , 9 ,
Growth (%) ,0.0%,-1.0%,0.0%,0.0%,0.0%,0.0%,39.7%,50.8%,0.0%,-52.4%,-36.9%,-36.9%,-36.9%,
Gap ($) , (0), (0), (1), (6), (5), (1), (0), - , - , (3), (2), (1), (0),
Red Sites ($) , (1), (1), (1), (1), (1), (2), (1), (0), - , (5), (2), (1), (0),
Red Sites (#) , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , - , 2 , 2 , 2 , 1 ,
Headcount, 3 , 3 , 3 , 3 , 3 , 3 , 3 , 3 , 2 , 2 , 2 , 2 , 1 ,
Separations , - , - , - , - , - , - , - , - , 1 , - , - , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,0.0%,0.0%,0.0%,
CSAT , 4.50 ,, 4.25 , 5.00 ,,, 4.00 ,, 4.00 , 4.25 ,,, 4.00 ,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Siemens Healthineers - Corey Wallace,,,,,,,,,,,,,,
Revenue ($) ,, - , - , 7 , 7 , 7 , 23 , 23 , 23 , 23 , 23 , 23 , 23 ,
Growth (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
Gap ($) ,, - , - , - , - , - , - , (4), (5), (8), (7), (10), (6),
Red Sites ($) ,, - , (0), (6), (5), (5), (3), (4), (5), (8), (7), (10), (6),
Red Sites (#) ,, - , 1 , 1 , 1 , 2 , 1 , 2 , 2 , 2 , 2 , 2 , 2 ,
Headcount,, - , 3 , 4 , 3 , 4 , 7 , 7 , 7 , 7 , 7 , 8 , 7 ,
Separations ,, - , - , 1 , - , - , - , - , - , 1 , - , - , 2 ,
Turnover (%) ,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,14.3%,0.0%,0.0%,28.6%,
CSAT ,,,,,,,, 5.00 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 ,
YTD Claims ,, - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables ,, - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Syngenta - TBH,,,,,,,,,,,,,,
Revenue ($) ,, - , - , - , - , - , - , - , 55 , 54 , 54 , 62 , 54 ,
Growth (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
Gap ($) ,, - , - , - , - , - , - , - , - , - , - , - , - ,
Red Sites ($) ,, - , - , - , - , - , - , - , - , - , - , - , - ,
Red Sites (#) ,, - , - , - , - , - , - , - , - , - , - , - , - ,
Headcount,, - , - , - , - , - , - , 22 , 20 , 20 , 18 , 18 , 20 ,
Separations ,, - , - , - , - , - , - , - , 2 , - , 1 , - , - ,
Turnover (%) ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,10.0%,0.0%,5.6%,0.0%,0.0%,
CSAT ,,,,,,,,, 4.63 ,, 3.88 , 4.00 ,,
YTD Claims ,, - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables ,, - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Biogen - Rafaed Ortiz,,,,,,,,,,,,,,
Revenue ($) , 672 , 676 , 664 , 692 , 685 , 706 , 696 , 707 , 709 , 728 , 713 , 709 , 705 ,
Growth (%) ,0.0%,0.5%,-1.2%,2.9%,1.8%,4.9%,3.5%,5.1%,5.4%,8.3%,6.0%,5.5%,4.8%,
Gap ($) , - , - , (11), (13), (10), - , (9), (6), (10), - , (2), (24), - ,
Red Sites ($) , (0), (1), (11), (13), (10), - , (9), (6), (10), (1), (2), (24), (9),
Red Sites (#) , 1 , 2 , 2 , 2 , 2 , - , 2 , 2 , 2 , 1 , 2 , 2 , 1 ,
Headcount, 109 , 109 , 110 , 109 , 112 , 109 , 111 , 113 , 112 , 112 , 118 , 119 , 114 ,
Separations , 3 , 1 , 1 , 2 , 2 , 3 , 1 , 2 , 1 , 5 , 1 , 3 , 4 ,
Turnover (%) ,2.8%,0.9%,0.9%,1.8%,1.8%,2.8%,0.9%,1.8%,0.9%,4.5%,0.8%,2.5%,3.5%,
CSAT , 4.51 , 4.63 , 4.81 , 4.76 , 4.69 , 4.41 , 4.19 , 4.40 , 4.61 , 4.44 , 4.57 , 4.51 , 4.35 ,
YTD Claims , 1 , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , 1 , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , 1.03 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Elanco Animal Health Inc - Fern Garner,,,,,,,,,,,,,,
Revenue ($) , 78 , 77 , 75 , 82 , 79 , 78 , 77 , 78 , 78 , 75 , 75 , 75 , 66 ,
Growth (%) ,0.0%,-0.9%,-3.7%,5.2%,0.7%,-0.1%,-0.9%,0.1%,-0.1%,-4.0%,-3.6%,-4.3%,-14.9%,
Gap ($) , (6), (9), (4), (2), (5), (0), - , - , - , (1), - , - , - ,
Red Sites ($) , (7), (11), (4), (5), (5), (1), - , - , (2), (4), (1), (0), (1),
Red Sites (#) , 2 , 2 , 1 , 2 , 2 , 2 , - , - , 2 , 2 , 2 , 1 , 1 ,
Headcount, 20 , 19 , 17 , 16 , 16 , 16 , 16 , 16 , 16 , 16 , 12 , 11 , 11 ,
Separations , 1 , 1 , - , - , - , - , - , - , - , - , 1 , - , - ,
Turnover (%) ,5.0%,5.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,8.3%,0.0%,0.0%,
CSAT , 4.40 , 4.92 , 5.00 , 4.71 , 4.83 , 4.13 , 4.75 , 4.75 , 5.00 , 4.32 , 5.00 , 5.00 ,,
YTD Claims , - , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , - , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Fluor - Eli Lilly - Fern Garner,,,,,,,,,,,,,,
Revenue ($) , 67 , 83 , 87 , 86 , 97 , 92 , 69 , 116 , 93 , 118 , 116 , 110 , 105 ,
Growth (%) ,0.0%,23.5%,28.4%,27.6%,43.1%,36.8%,2.7%,72.4%,37.7%,75.4%,71.9%,62.3%,55.4%,
Gap ($) , - , - , - , - , - , - , - , - , (3), - , (1), (0), (1),
Red Sites ($) , - , - , - , (0), - , - , - , - , (3), - , (1), (0), (1),
Red Sites (#) , - , - , - , 1 , - , - , - , - , 1 , - , 1 , 1 , 1 ,
Headcount, 14 , 16 , 17 , 15 , 19 , 21 , 24 , 26 , 22 , 25 , 26 , 29 , 27 ,
Separations , 5 , 1 , - , 4 , - , 2 , - , 1 , 6 , 2 , 2 , 1 , 1 ,
Turnover (%) ,35.7%,6.3%,0.0%,26.7%,0.0%,9.5%,0.0%,3.8%,27.3%,8.0%,7.7%,3.4%,3.7%,
CSAT ,,,,,,,,,, 4.00 ,,, 2.25 ,
YTD Claims , 1 , - , - , - , - , - , - , - , - , - , - , - , - ,
YTD Recordables , 1 , - , - , - , - , - , - , - , - , - , - , - , - ,
TRIR , 10.99 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
Eli Lilly - Chad Boulton,,,,,,,,,,,,,,
Revenue ($) ," 1,710 "," 1,765 "," 1,666 "," 1,901 "," 2,221 "," 2,181 "," 1,979 "," 2,094 "," 2,001 "," 2,030 "," 2,046 "," 2,018 "," 2,075 ",
Growth (%) ,0.0%,3.2%,-2.6%,11.2%,29.9%,27.5%,15.7%,22.4%,17.0%,18.7%,19.6%,18.0%,21.3%,
Gap ($) , - , - , - , - , - , - , - , (13), - , (17), (13), - , - ,
Red Sites ($) , (0), (0), (0), (0), (0), (0), - , (29), (1), (17), (22), (1), (1),
Red Sites (#) , 3 , 1 , 1 , 1 , 1 , 1 , - , 2 , 2 , 4 , 2 , 2 , 2 ,
Headcount, 318 , 335 , 332 , 364 , 378 , 383 , 393 , 395 , 392 , 391 , 404 , 394 , 399 ,
Separations , 7 , 7 , 12 , 9 , 6 , 6 , 10 , 4 , 10 , 14 , 16 , 15 , 3 ,
Turnover (%) ,2.2%,2.1%,3.6%,2.5%,1.6%,1.6%,2.5%,1.0%,2.6%,3.6%,4.0%,3.8%,0.8%,
CSAT , 4.64 , 4.48 , 4.55 , 4.33 , 4.21 , 4.14 , 4.52 , 4.32 , 4.43 , 4.65 , 4.39 , 4.56 , 4.70 ,
YTD Claims , 2 , 1 , 1 , 1 , 1 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 ,
YTD Recordables , 2 , 1 , 1 , 1 , 1 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 3 ,
TRIR , 0.68 , 3.80 , 1.96 , 1.26 , 0.90 , 1.41 , 1.16 , 0.97 , 0.84 , 0.74 , 0.66 , 0.60 , 0.82 ,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
